ID,Field,Old Value,New Value
600,reading_test_score2,,99
600,matrix_reading_restest,,30
600,math_test_scores2,,98
600,matrix_math_retest,,30
601,total_points_retest,,34
601,language_test_scores2,,68
601,matrix_languauge_retest,,15
601,reading_test_score2,,74
601,matrix_reading_restest,,18
601,math_test_scores2,,39
601,matrix_math_retest,,1
602,total_points_retest,,11
602,language_test_scores2,,56
602,matrix_languauge_retest,,9
602,reading_test_score2,,36
602,matrix_reading_restest,,1
602,math_test_scores2,,33
602,matrix_math_retest,,1
603,total_points_retest,,112
603,language_test_scores2,,98
603,matrix_languauge_retest,,30
603,reading_test_score2,,90
603,matrix_reading_restest,,26
603,math_test_scores2,,91
603,matrix_math_retest,,26
604,total_points_retest,,105
604,language_test_scores2,,90
604,matrix_languauge_retest,,26
604,reading_test_score2,,87
604,matrix_reading_restest,,24
604,math_test_scores2,,88
604,matrix_math_retest,,25
605,total_points_retest,,12
605,language_test_scores2,,36
605,matrix_languauge_retest,,1
605,reading_test_score2,,59
605,matrix_reading_restest,,10
605,math_test_scores2,,29
605,matrix_math_retest,,1
606,total_points,,0
607,total_points_retest,,64
607,language_test_scores2,,77
607,matrix_languauge_retest,,19
607,reading_test_score2,,92
607,matrix_reading_restest,,27
607,math_test_scores2,,74
607,matrix_math_retest,,18
608,total_points_retest,,64
608,language_test_scores2,,88
608,matrix_languauge_retest,,25
608,reading_test_score2,,83
608,matrix_reading_restest,,22
608,math_test_scores2,,73
608,matrix_math_retest,,17
609,total_points_retest,,11
609,language_test_scores2,,27
609,matrix_languauge_retest,,1
609,reading_test_score2,,56
609,matrix_reading_restest,,9
609,math_test_scores2,,35
609,matrix_math_retest,,1
610,total_points_retest,,15
610,language_test_scores2,,40
610,matrix_languauge_retest,,1
610,reading_test_score2,,64
610,matrix_reading_restest,,13
610,math_test_scores2,,33
610,matrix_math_retest,,1
611,total_points,,0
612,total_points_retest,,54
612,language_test_scores2,,88
612,matrix_languauge_retest,,25
612,reading_test_score2,,80
612,matrix_reading_restest,,21
612,math_test_scores2,,55
612,matrix_math_retest,,8
613,total_points_retest,,70
613,language_test_scores2,,65
613,matrix_languauge_retest,,13
613,reading_test_score2,,92
613,matrix_reading_restest,,27
613,math_test_scores2,,98
613,matrix_math_retest,,30
614,total_points_retest,,11
614,language_test_scores2,,41
614,matrix_languauge_retest,,1
614,reading_test_score2,,37
614,matrix_reading_restest,,1
614,math_test_scores2,,57
614,matrix_math_retest,,9
616,total_points_retest,,56
616,language_test_scores2,,59
616,matrix_languauge_retest,,10
616,reading_test_score2,,89
616,matrix_reading_restest,,25
616,math_test_scores2,,80
616,matrix_math_retest,,21
617,total_points,,0
618,total_points_retest,,119
618,language_test_scores2,,97
618,matrix_languauge_retest,,29
618,reading_test_score2,,99
618,matrix_reading_restest,,30
618,math_test_scores2,,99
618,matrix_math_retest,,30
619,total_points_retest,,21
619,language_test_scores2,,38
619,matrix_languauge_retest,,1
619,reading_test_score2,,77
619,matrix_reading_restest,,19
619,math_test_scores2,,38
619,matrix_math_retest,,1
620,total_points_retest,,3
620,language_test_scores2,,9
620,matrix_languauge_retest,,1
620,reading_test_score2,,33
620,matrix_reading_restest,,1
620,math_test_scores2,,31
620,matrix_math_retest,,1
622,total_points_retest,,13
622,language_test_scores2,,53
622,matrix_languauge_retest,,7
622,reading_test_score2,,48
622,matrix_reading_restest,,5
622,math_test_scores2,,24
622,matrix_math_retest,,1
623,total_points_retest,,34
623,language_test_scores2,,62
623,matrix_languauge_retest,,12
623,reading_test_score2,,58
623,matrix_reading_restest,,10
623,math_test_scores2,,62
623,matrix_math_retest,,12
624,total_points_retest,,34
624,language_test_scores2,,62
624,matrix_languauge_retest,,12
624,reading_test_score2,,58
624,matrix_reading_restest,,10
624,math_test_scores2,,62
624,matrix_math_retest,,12
625,total_points_retest,,7
625,language_test_scores2,,39
625,matrix_languauge_retest,,1
625,reading_test_score2,,49
625,matrix_reading_restest,,5
625,math_test_scores2,,28
625,matrix_math_retest,,1
626,total_points_retest,,103
626,language_test_scores2,,92
626,matrix_languauge_retest,,27
626,reading_test_score2,,93
626,matrix_reading_restest,,27
626,math_test_scores2,,76
626,matrix_math_retest,,19
627,total_points_retest,,47
627,language_test_scores2,,48
627,matrix_languauge_retest,,5
627,reading_test_score2,,84
627,matrix_reading_restest,,23
627,math_test_scores2,,76
627,matrix_math_retest,,19
629,total_points_retest,,95
629,language_test_scores2,,63
629,matrix_languauge_retest,,12
629,reading_test_score2,,92
629,matrix_reading_restest,,27
629,math_test_scores2,,90
629,matrix_math_retest,,26
630,total_points,,0
631,total_points,,0
632,total_points,,0
635,total_points,,0
636,total_points_retest,,17
636,language_test_scores2,,46
636,matrix_languauge_retest,,4
636,reading_test_score2,,55
636,matrix_reading_restest,,8
636,math_test_scores2,,48
636,matrix_math_retest,,5
640,total_points,,0
641,total_points_retest,,110
641,language_test_scores2,,81
641,matrix_languauge_retest,,21
641,reading_test_score2,,97
641,matrix_reading_restest,,29
641,math_test_scores2,,99
641,matrix_math_retest,,30
642,total_points,,0
643,total_points_retest,,4
643,language_test_scores2,,21
643,matrix_languauge_retest,,1
643,reading_test_score2,,43
643,matrix_reading_restest,,2
643,math_test_scores2,,26
643,matrix_math_retest,,1
645,total_points,,0
646,total_points_retest,,38
646,language_test_scores2,,69
646,matrix_languauge_retest,,15
646,reading_test_score2,,61
646,matrix_reading_restest,,11
646,math_test_scores2,,62
646,matrix_math_retest,,12
648,total_points_retest,,88
648,language_test_scores2,,97
648,matrix_languauge_retest,,29
648,reading_test_score2,,97
648,matrix_reading_restest,,29
648,math_test_scores2,,98
648,matrix_math_retest,,30
649,total_points_retest,,88
649,language_test_scores2,,91
649,matrix_languauge_retest,,26
649,reading_test_score2,,98
649,matrix_reading_restest,,30
649,math_test_scores2,,43
649,matrix_math_retest,,2
650,total_points_retest,,109
650,language_test_scores2,,90
650,matrix_languauge_retest,,26
650,reading_test_score2,,86
650,matrix_reading_restest,,24
650,math_test_scores2,,97
650,matrix_math_retest,,29
651,total_points_retest,,100
651,language_test_scores2,,80
651,matrix_languauge_retest,,21
651,reading_test_score2,,94
651,matrix_reading_restest,,28
651,math_test_scores2,,80
651,matrix_math_retest,,21
652,total_points,,0
653,total_points_retest,,12
653,language_test_scores2,,41
653,matrix_languauge_retest,,1
653,reading_test_score2,,59
653,matrix_reading_restest,,10
653,math_test_scores2,,38
653,matrix_math_retest,,1
654,total_points_retest,,120
654,language_test_scores2,,99
654,matrix_languauge_retest,,30
654,reading_test_score2,,98
654,matrix_reading_restest,,30
654,math_test_scores2,,99
654,matrix_math_retest,,30
655,total_points_retest,,47
655,language_test_scores2,,80
655,matrix_languauge_retest,,21
655,reading_test_score2,,0
655,matrix_reading_restest,,0
655,math_test_scores2,,90
655,matrix_math_retest,,26
657,total_points,,0
658,total_points_retest,,21
658,language_test_scores2,,60
658,matrix_languauge_retest,,11
658,reading_test_score2,,38
658,matrix_reading_restest,,1
658,math_test_scores2,,57
658,matrix_math_retest,,9
659,total_points,,0
660,total_points_retest,,89
660,language_test_scores2,,73
660,matrix_languauge_retest,,17
660,reading_test_score2,,99
660,matrix_reading_restest,,30
660,math_test_scores2,,78
660,matrix_math_retest,,20
662,total_points_retest,,57
662,language_test_scores2,,58
662,matrix_languauge_retest,,10
662,reading_test_score2,,81
662,matrix_reading_restest,,21
662,math_test_scores2,,91
662,matrix_math_retest,,26
663,total_points_retest,,120
663,language_test_scores2,,98
663,matrix_languauge_retest,,30
663,reading_test_score2,,99
663,matrix_reading_restest,,30
663,math_test_scores2,,99
663,matrix_math_retest,,30
664,total_points_retest,,34
664,language_test_scores2,,52
664,matrix_languauge_retest,,7
664,reading_test_score2,,76
664,matrix_reading_restest,,19
664,math_test_scores2,,54
664,matrix_math_retest,,8
665,total_points_retest,,3
665,language_test_scores2,,31
665,matrix_languauge_retest,,1
665,reading_test_score2,,41
665,matrix_reading_restest,,1
665,math_test_scores2,,28
665,matrix_math_retest,,1
666,total_points_retest,,108
666,language_test_scores2,,96
666,matrix_languauge_retest,,29
666,reading_test_score2,,91
666,matrix_reading_restest,,26
666,math_test_scores2,,84
666,matrix_math_retest,,23
667,total_points_retest,,3
667,language_test_scores2,,12
667,matrix_languauge_retest,,1
667,reading_test_score2,,35
667,matrix_reading_restest,,1
667,math_test_scores2,,35
667,matrix_math_retest,,1
668,total_points_retest,,3
668,language_test_scores2,,12
668,matrix_languauge_retest,,1
668,reading_test_score2,,35
668,matrix_reading_restest,,1
668,math_test_scores2,,35
668,matrix_math_retest,,1
669,total_points_retest,,46
669,language_test_scores2,,79
669,matrix_languauge_retest,,20
669,reading_test_score2,,88
669,matrix_reading_restest,,25
669,math_test_scores2,,39
669,matrix_math_retest,,1
670,total_points_retest,,13
670,language_test_scores2,,26
670,matrix_languauge_retest,,1
670,reading_test_score2,,61
670,matrix_reading_restest,,11
670,math_test_scores2,,41
670,matrix_math_retest,,1
671,total_points_retest,,56
671,language_test_scores2,,90
671,matrix_languauge_retest,,26
671,reading_test_score2,,97
671,matrix_reading_restest,,29
671,math_test_scores2,,29
671,matrix_math_retest,,1
673,total_points_retest,,54
673,language_test_scores2,,64
673,matrix_languauge_retest,,13
673,reading_test_score2,,84
673,matrix_reading_restest,,23
673,math_test_scores2,,74
673,matrix_math_retest,,18
674,total_points_retest,,106
674,language_test_scores2,,76
674,matrix_languauge_retest,,19
674,reading_test_score2,,99
674,matrix_reading_restest,,30
674,math_test_scores2,,93
674,matrix_math_retest,,27
675,total_points_retest,,88
675,language_test_scores2,,72
675,matrix_languauge_retest,,17
675,reading_test_score2,,87
675,matrix_reading_restest,,24
675,math_test_scores2,,72
675,matrix_math_retest,,17
676,total_points,,0
679,total_points_retest,,15
679,language_test_scores2,,54
679,matrix_languauge_retest,,8
679,reading_test_score2,,48
679,matrix_reading_restest,,5
679,math_test_scores2,,43
679,matrix_math_retest,,2
680,total_points_retest,,3
680,language_test_scores2,,22
680,matrix_languauge_retest,,1
680,reading_test_score2,,33
680,matrix_reading_restest,,1
680,math_test_scores2,,37
680,matrix_math_retest,,1
681,total_points,,0
682,total_points_retest,,36
682,language_test_scores2,,76
682,matrix_languauge_retest,,19
682,reading_test_score2,,71
682,matrix_reading_restest,,16
682,math_test_scores2,,9
682,matrix_math_retest,,1
683,total_points_retest,,120
683,language_test_scores2,,99
683,matrix_languauge_retest,,30
683,reading_test_score2,,99
683,matrix_reading_restest,,30
683,math_test_scores2,,99
683,matrix_math_retest,,30
684,total_points,,0
686,total_points_retest,,19
686,language_test_scores2,,37
686,matrix_languauge_retest,,1
686,reading_test_score2,,36
686,matrix_reading_restest,,1
686,math_test_scores2,,72
686,matrix_math_retest,,17
688,total_points_retest,,56
688,language_test_scores2,,84
688,matrix_languauge_retest,,23
688,reading_test_score2,,94
688,matrix_reading_restest,,28
688,math_test_scores2,,48
688,matrix_math_retest,,5
689,total_points_retest,,3
689,language_test_scores2,,12
689,matrix_languauge_retest,,1
689,reading_test_score2,,21
689,matrix_reading_restest,,1
689,math_test_scores2,,20
689,matrix_math_retest,,1
690,total_points_retest,,78
690,language_test_scores2,,90
690,matrix_languauge_retest,,26
690,reading_test_score2,,93
690,matrix_reading_restest,,27
690,math_test_scores2,,89
690,matrix_math_retest,,25
691,total_points,,0
692,total_points_retest,,13
692,language_test_scores2,,16
692,matrix_languauge_retest,,1
692,reading_test_score2,,39
692,matrix_reading_restest,,1
692,math_test_scores2,,61
692,matrix_math_retest,,11
693,total_points,,0
695,total_points_retest,,3
695,language_test_scores2,,35
695,matrix_languauge_retest,,1
695,reading_test_score2,,35
695,matrix_reading_restest,,1
695,math_test_scores2,,28
695,matrix_math_retest,,1
696,total_points_retest,,6
696,language_test_scores2,,46
696,matrix_languauge_retest,,4
696,reading_test_score2,,40
696,matrix_reading_restest,,1
696,math_test_scores2,,38
696,matrix_math_retest,,1
697,total_points_retest,,35
697,language_test_scores2,,52
697,matrix_languauge_retest,,7
697,reading_test_score2,,92
697,matrix_reading_restest,,27
697,math_test_scores2,,33
697,matrix_math_retest,,1
698,total_points_retest,,119
698,language_test_scores2,,96
698,matrix_languauge_retest,,29
698,reading_test_score2,,99
698,matrix_reading_restest,,30
698,math_test_scores2,,99
698,matrix_math_retest,,30
699,total_points_retest,,94
699,language_test_scores2,,87
699,matrix_languauge_retest,,24
699,reading_test_score2,,97
699,matrix_reading_restest,,29
699,math_test_scores2,,66
699,matrix_math_retest,,14
700,total_points_retest,,11
700,language_test_scores2,,21
700,matrix_languauge_retest,,1
700,reading_test_score2,,57
700,matrix_reading_restest,,9
700,math_test_scores2,,29
700,matrix_math_retest,,1
701,total_points_retest,,23
701,language_test_scores2,,56
701,matrix_languauge_retest,,9
701,reading_test_score2,,65
701,matrix_reading_restest,,13
701,math_test_scores2,,20
701,matrix_math_retest,,1
702,total_points_retest,,107
702,language_test_scores2,,76
702,matrix_languauge_retest,,19
702,reading_test_score2,,99
702,matrix_reading_restest,,30
702,math_test_scores2,,94
702,matrix_math_retest,,28
703,total_points,,0
704,total_points_retest,,15
704,language_test_scores2,,42
704,matrix_languauge_retest,,2
704,reading_test_score2,,63
704,matrix_reading_restest,,12
704,math_test_scores2,,41
704,matrix_math_retest,,1
705,total_points_retest,,11
705,language_test_scores2,,34
705,matrix_languauge_retest,,1
705,reading_test_score2,,57
705,matrix_reading_restest,,9
705,math_test_scores2,,38
705,matrix_math_retest,,1
707,total_points,,0
708,total_points_retest,,36
708,language_test_scores2,,35
708,matrix_languauge_retest,,1
708,reading_test_score2,,61
708,matrix_reading_restest,,11
708,math_test_scores2,,86
708,matrix_math_retest,,24
709,total_points,,0
710,total_points_retest,,13
710,language_test_scores2,,38
710,matrix_languauge_retest,,1
710,reading_test_score2,,61
710,matrix_reading_restest,,11
710,math_test_scores2,,41
710,matrix_math_retest,,1
711,total_points_retest,,86
711,language_test_scores2,,81
711,matrix_languauge_retest,,21
711,reading_test_score2,,82
711,matrix_reading_restest,,22
711,math_test_scores2,,74
711,matrix_math_retest,,18
713,total_points_retest,,45
713,language_test_scores2,,81
713,matrix_languauge_retest,,21
713,reading_test_score2,,71
713,matrix_reading_restest,,16
713,math_test_scores2,,55
713,matrix_math_retest,,8
714,total_points,,0
715,total_points_retest,,34
715,language_test_scores2,,72
715,matrix_languauge_retest,,17
715,reading_test_score2,,70
715,matrix_reading_restest,,16
715,math_test_scores2,,37
715,matrix_math_retest,,1
716,total_points_retest,,119
716,language_test_scores2,,99
716,matrix_languauge_retest,,30
716,reading_test_score2,,96
716,matrix_reading_restest,,29
716,math_test_scores2,,99
716,matrix_math_retest,,30
717,total_points,,0
718,total_points,,0
719,total_points,,0
721,total_points,,0
722,total_points_retest,,35
722,language_test_scores2,,66
722,matrix_languauge_retest,,14
722,reading_test_score2,,78
722,matrix_reading_restest,,20
722,math_test_scores2,,24
722,matrix_math_retest,,1
724,total_points_retest,,8
724,language_test_scores2,,37
724,matrix_languauge_retest,,1
724,reading_test_score2,,50
724,matrix_reading_restest,,6
724,math_test_scores2,,28
724,matrix_math_retest,,1
725,total_points_retest,,58
725,language_test_scores2,,76
725,matrix_languauge_retest,,19
725,reading_test_score2,,85
725,matrix_reading_restest,,23
725,math_test_scores2,,70
725,matrix_math_retest,,16
726,total_points_retest,,51
726,language_test_scores2,,93
726,matrix_languauge_retest,,27
726,reading_test_score2,,85
726,matrix_reading_restest,,23
726,math_test_scores2,,24
726,matrix_math_retest,,1
727,total_points_retest,,33
727,language_test_scores2,,77
727,matrix_languauge_retest,,19
727,reading_test_score2,,25
727,matrix_reading_restest,,1
727,math_test_scores2,,64
727,matrix_math_retest,,13
728,total_points,,0
729,total_points,,0
732,total_points,,0
733,total_points,,0
734,total_points_retest,,100
734,language_test_scores2,,65
734,matrix_languauge_retest,,13
734,reading_test_score2,,97
734,matrix_reading_restest,,29
734,math_test_scores2,,94
734,matrix_math_retest,,28
737,total_points,,0
738,total_points_retest,,41
738,language_test_scores2,,80
738,matrix_languauge_retest,,21
738,reading_test_score2,,76
738,matrix_reading_restest,,19
738,math_test_scores2,,35
738,matrix_math_retest,,1
739,total_points_retest,,60
739,language_test_scores2,,79
739,matrix_languauge_retest,,20
739,reading_test_score2,,87
739,matrix_reading_restest,,24
739,math_test_scores2,,70
739,matrix_math_retest,,16
740,total_points_retest,,99
740,language_test_scores2,,81
740,matrix_languauge_retest,,21
740,reading_test_score2,,85
740,matrix_reading_restest,,23
740,math_test_scores2,,88
740,matrix_math_retest,,25
742,total_points_retest,,31
742,language_test_scores2,,68
742,matrix_languauge_retest,,15
742,reading_test_score2,,69
742,matrix_reading_restest,,15
742,math_test_scores2,,7
742,matrix_math_retest,,1
743,total_points_retest,,89
743,language_test_scores2,,97
743,matrix_languauge_retest,,29
743,reading_test_score2,,99
743,matrix_reading_restest,,30
743,math_test_scores2,,99
743,matrix_math_retest,,30
744,total_points_retest,,80
744,language_test_scores2,,73
744,matrix_languauge_retest,,17
744,reading_test_score2,,80
744,matrix_reading_restest,,21
744,math_test_scores2,,78
744,matrix_math_retest,,20
745,total_points_retest,,12
745,language_test_scores2,,44
745,matrix_languauge_retest,,3
745,reading_test_score2,,53
745,matrix_reading_restest,,7
745,math_test_scores2,,43
745,matrix_math_retest,,2
746,total_points_retest,,49
746,language_test_scores2,,75
746,matrix_languauge_retest,,18
746,reading_test_score2,,61
746,matrix_reading_restest,,11
746,math_test_scores2,,78
746,matrix_math_retest,,20
747,total_points_retest,,26
747,language_test_scores2,,43
747,matrix_languauge_retest,,2
747,reading_test_score2,,84
747,matrix_reading_restest,,23
747,math_test_scores2,,20
747,matrix_math_retest,,1
752,total_points_retest,,5
752,language_test_scores2,,36
752,matrix_languauge_retest,,1
752,reading_test_score2,,37
752,matrix_reading_restest,,1
752,math_test_scores2,,45
752,matrix_math_retest,,3
754,total_points_retest,,100
754,language_test_scores2,,72
754,matrix_languauge_retest,,17
754,reading_test_score2,,87
754,matrix_reading_restest,,24
754,math_test_scores2,,96
754,matrix_math_retest,,29
755,total_points,,0
756,total_points_retest,,56
756,language_test_scores2,,88
756,matrix_languauge_retest,,25
756,reading_test_score2,,97
756,matrix_reading_restest,,29
756,math_test_scores2,,43
756,matrix_math_retest,,2
757,total_points_retest,,108
757,language_test_scores2,,87
757,matrix_languauge_retest,,24
757,reading_test_score2,,95
757,matrix_reading_restest,,28
757,math_test_scores2,,90
757,matrix_math_retest,,26
759,total_points,,0
760,total_points_retest,,79
760,language_test_scores2,,95
760,matrix_languauge_retest,,28
760,reading_test_score2,,91
760,matrix_reading_restest,,26
760,math_test_scores2,,88
760,matrix_math_retest,,25
761,total_points_retest,,73
761,language_test_scores2,,97
761,matrix_languauge_retest,,29
761,reading_test_score2,,88
761,matrix_reading_restest,,25
761,math_test_scores2,,77
761,matrix_math_retest,,19
762,total_points_retest,,15
762,language_test_scores2,,23
762,matrix_languauge_retest,,1
762,reading_test_score2,,60
762,matrix_reading_restest,,11
762,math_test_scores2,,45
762,matrix_math_retest,,3
764,total_points_retest,,98
764,language_test_scores2,,89
764,matrix_languauge_retest,,25
764,reading_test_score2,,84
764,matrix_reading_restest,,23
764,math_test_scores2,,92
764,matrix_math_retest,,27
765,total_points_retest,,4
765,language_test_scores2,,43
765,matrix_languauge_retest,,2
765,reading_test_score2,,28
765,matrix_reading_restest,,1
765,math_test_scores2,,14
765,matrix_math_retest,,1
766,total_points_retest,,3
766,language_test_scores2,,18
766,matrix_languauge_retest,,1
766,reading_test_score2,,29
766,matrix_reading_restest,,1
766,math_test_scores2,,22
766,matrix_math_retest,,1
768,total_points_retest,,43
768,language_test_scores2,,62
768,matrix_languauge_retest,,12
768,reading_test_score2,,89
768,matrix_reading_restest,,25
768,math_test_scores2,,50
768,matrix_math_retest,,6
769,total_points,,0
770,total_points_retest,,9
770,language_test_scores2,,17
770,matrix_languauge_retest,,1
770,reading_test_score2,,53
770,matrix_reading_restest,,7
770,math_test_scores2,,39
770,matrix_math_retest,,1
771,total_points,,0
773,total_points_retest,,33
773,language_test_scores2,,60
773,matrix_languauge_retest,,11
773,reading_test_score2,,59
773,matrix_reading_restest,,10
773,math_test_scores2,,62
773,matrix_math_retest,,12
774,total_points_retest,,61
774,language_test_scores2,,99
774,matrix_languauge_retest,,30
774,reading_test_score2,,74
774,matrix_reading_restest,,18
774,math_test_scores2,,64
774,matrix_math_retest,,13
776,total_points_retest,,89
776,language_test_scores2,,64
776,matrix_languauge_retest,,13
776,reading_test_score2,,97
776,matrix_reading_restest,,29
776,math_test_scores2,,72
776,matrix_math_retest,,17
777,total_points_retest,,36
777,language_test_scores2,,75
777,matrix_languauge_retest,,18
777,reading_test_score2,,73
777,matrix_reading_restest,,17
777,math_test_scores2,,18
777,matrix_math_retest,,1
778,total_points_retest,,66
778,language_test_scores2,,93
778,matrix_languauge_retest,,27
778,reading_test_score2,,93
778,matrix_reading_restest,,27
778,math_test_scores2,,62
778,matrix_math_retest,,12
779,total_points_retest,,56
779,language_test_scores2,,79
779,matrix_languauge_retest,,20
779,reading_test_score2,,83
779,matrix_reading_restest,,22
779,math_test_scores2,,66
779,matrix_math_retest,,14
780,total_points,,0
781,total_points,,0
782,total_points_retest,,45
782,language_test_scores2,,71
782,matrix_languauge_retest,,16
782,reading_test_score2,,92
782,matrix_reading_restest,,27
782,math_test_scores2,,43
782,matrix_math_retest,,2
784,total_points,,0
786,total_points,,0
787,total_points,,0
790,total_points,,0
791,total_points_retest,,104
791,language_test_scores2,,82
791,matrix_languauge_retest,,22
791,reading_test_score2,,85
791,matrix_reading_restest,,23
791,math_test_scores2,,97
791,matrix_math_retest,,29
795,total_points_retest,,115
795,language_test_scores2,,89
795,matrix_languauge_retest,,25
795,reading_test_score2,,98
795,matrix_reading_restest,,30
795,math_test_scores2,,99
795,matrix_math_retest,,30
796,total_points,,0
797,total_points_retest,,13
797,language_test_scores2,,26
797,matrix_languauge_retest,,1
797,reading_test_score2,,59
797,matrix_reading_restest,,10
797,math_test_scores2,,43
797,matrix_math_retest,,2
798,total_points_retest,,109
798,language_test_scores2,,85
798,matrix_languauge_retest,,23
798,reading_test_score2,,99
798,matrix_reading_restest,,30
798,math_test_scores2,,99
798,matrix_math_retest,,30
799,total_points,,0
800,total_points_retest,,3
800,language_test_scores2,,34
800,matrix_languauge_retest,,1
800,reading_test_score2,,21
800,matrix_reading_restest,,1
800,math_test_scores2,,16
800,matrix_math_retest,,1
801,total_points_retest,,21
801,language_test_scores2,,39
801,matrix_languauge_retest,,1
801,reading_test_score2,,67
801,matrix_reading_restest,,14
801,math_test_scores2,,51
801,matrix_math_retest,,6
803,total_points_retest,,8
803,language_test_scores2,,33
803,matrix_languauge_retest,,1
803,reading_test_score2,,51
803,matrix_reading_restest,,6
803,math_test_scores2,,12
803,matrix_math_retest,,1
808,total_points_retest,,51
808,language_test_scores2,,82
808,matrix_languauge_retest,,22
808,reading_test_score2,,61
808,matrix_reading_restest,,11
808,math_test_scores2,,74
808,matrix_math_retest,,18
809,total_points_retest,,89
809,language_test_scores2,,41
809,matrix_languauge_retest,,1
809,reading_test_score2,,97
809,matrix_reading_restest,,29
809,math_test_scores2,,97
809,matrix_math_retest,,29
810,total_points,,0
812,total_points_retest,,106
812,language_test_scores2,,75
812,matrix_languauge_retest,,18
812,reading_test_score2,,95
812,matrix_reading_restest,,28
812,math_test_scores2,,99
812,matrix_math_retest,,30
813,total_points_retest,,36
813,language_test_scores2,,79
813,matrix_languauge_retest,,20
813,reading_test_score2,,68
813,matrix_reading_restest,,15
813,math_test_scores2,,24
813,matrix_math_retest,,1
814,total_points_retest,,64
814,language_test_scores2,,84
814,matrix_languauge_retest,,23
814,reading_test_score2,,90
814,matrix_reading_restest,,26
814,math_test_scores2,,68
814,matrix_math_retest,,15
815,total_points_retest,,88
815,language_test_scores2,,69
815,matrix_languauge_retest,,15
815,reading_test_score2,,94
815,matrix_reading_restest,,28
815,math_test_scores2,,86
815,matrix_math_retest,,24
816,total_points_retest,,45
816,language_test_scores2,,52
816,matrix_languauge_retest,,7
816,reading_test_score2,,73
816,matrix_reading_restest,,17
816,math_test_scores2,,80
816,matrix_math_retest,,21
818,total_points,,0
819,total_points,,0
821,total_points_retest,,65
821,language_test_scores2,,88
821,matrix_languauge_retest,,25
821,reading_test_score2,,86
821,matrix_reading_restest,,24
821,math_test_scores2,,70
821,matrix_math_retest,,16
822,total_points_retest,,54
822,language_test_scores2,,55
822,matrix_languauge_retest,,8
822,reading_test_score2,,90
822,matrix_reading_restest,,26
822,math_test_scores2,,78
822,matrix_math_retest,,20
823,total_points_retest,,6
823,language_test_scores2,,9
823,matrix_languauge_retest,,1
823,reading_test_score2,,47
823,matrix_reading_restest,,4
823,math_test_scores2,,20
823,matrix_math_retest,,1
824,total_points_retest,,42
824,language_test_scores2,,79
824,matrix_languauge_retest,,20
824,reading_test_score2,,66
824,matrix_reading_restest,,14
824,math_test_scores2,,54
824,matrix_math_retest,,8
825,total_points_retest,,42
825,language_test_scores2,,30
825,matrix_languauge_retest,,1
825,reading_test_score2,,65
825,matrix_reading_restest,,13
825,math_test_scores2,,94
825,matrix_math_retest,,28
828,total_points_retest,,19
828,language_test_scores2,,29
828,matrix_languauge_retest,,1
828,reading_test_score2,,73
828,matrix_reading_restest,,17
828,math_test_scores2,,31
828,matrix_math_retest,,1
829,total_points_retest,,19
829,language_test_scores2,,29
829,matrix_languauge_retest,,1
829,reading_test_score2,,73
829,matrix_reading_restest,,17
829,math_test_scores2,,31
829,matrix_math_retest,,1
830,total_points_retest,,57
830,language_test_scores2,,96
830,matrix_languauge_retest,,29
830,reading_test_score2,,90
830,matrix_reading_restest,,26
830,math_test_scores2,,43
830,matrix_math_retest,,2
832,total_points_retest,,46
832,language_test_scores2,,59
832,matrix_languauge_retest,,10
832,reading_test_score2,,87
832,matrix_reading_restest,,24
832,math_test_scores2,,62
832,matrix_math_retest,,12
833,total_points_retest,,43
833,language_test_scores2,,77
833,matrix_languauge_retest,,19
833,reading_test_score2,,84
833,matrix_reading_restest,,23
833,math_test_scores2,,24
833,matrix_math_retest,,1
834,total_points,,0
835,total_points_retest,,61
835,language_test_scores2,,77
835,matrix_languauge_retest,,19
835,reading_test_score2,,97
835,matrix_reading_restest,,29
835,math_test_scores2,,64
835,matrix_math_retest,,13
836,total_points,,0
837,total_points,,0
841,total_points,,0
842,total_points_retest,,64
842,language_test_scores2,,90
842,matrix_languauge_retest,,26
842,reading_test_score2,,76
842,matrix_reading_restest,,19
842,math_test_scores2,,77
842,matrix_math_retest,,19
843,total_points_retest,,113
843,language_test_scores2,,93
843,matrix_languauge_retest,,27
843,reading_test_score2,,93
843,matrix_reading_restest,,27
843,math_test_scores2,,97
843,matrix_math_retest,,29
845,total_points_retest,,26
845,language_test_scores2,,32
845,matrix_languauge_retest,,1
845,reading_test_score2,,67
845,matrix_reading_restest,,14
845,math_test_scores2,,60
845,matrix_math_retest,,11
846,total_points,,0
847,total_points_retest,,64
847,language_test_scores2,,92
847,matrix_languauge_retest,,27
847,reading_test_score2,,96
847,matrix_reading_restest,,29
847,math_test_scores2,,55
847,matrix_math_retest,,8
848,total_points_retest,,62
848,language_test_scores2,,92
848,matrix_languauge_retest,,27
848,reading_test_score2,,91
848,matrix_reading_restest,,26
848,math_test_scores2,,57
848,matrix_math_retest,,9
849,total_points_retest,,31
849,language_test_scores2,,67
849,matrix_languauge_retest,,14
849,reading_test_score2,,66
849,matrix_reading_restest,,14
849,math_test_scores2,,45
849,matrix_math_retest,,3
851,total_points_retest,,100
851,language_test_scores2,,93
851,matrix_languauge_retest,,27
851,reading_test_score2,,80
851,matrix_reading_restest,,21
851,math_test_scores2,,82
851,matrix_math_retest,,22
852,total_points_retest,,16
852,language_test_scores2,,37
