id,matrix_gpa,language_test_scores,reading_test_score,math_test_scores,total_points,matrix_languauge,matrix_math,matrix_reading,status,matrix_languauge_retest,matrix_math_retest,matrix_reading_restest,total_points_retest,updated_at,guardian1_email,guardian2_email,grade,deliver_test_accomodation_approved,test_date_sign_up,current_school,gpa,language_test_scores2,reading_test_score2,math_test_scores2
647,,,,,,,,,In Processing,,,,,2024-11-19 10:26:07,,,10,,March 22 2025 (No-rest option),International School of Louisiana,,,,
648,,,,,,,,,In Processing,,,,,2024-11-19 10:58:29,,,9,,January 18 2025,The Willow School,,,,
649,30,,,,30,,,,Eligible,,,,30,2024-11-19 13:04:46,,,9,,December 14 2024,International School of Louisiana,4,,,
650,30,,,,30,,,,Eligible,,,,30,2024-11-19 13:11:58,,,10,,December 14 2024,Other,3.6,,,
651,30,,,,30,,,,Eligible,,,,30,2024-12-02 19:54:39,,,9,,January 18 2025,The Willow School,3.63,,,
652,,,,,,,,,In Processing,,,,,2024-11-19 16:07:55,,,9,,,Alice Harte Charter School,,,,
653,,,,,,,,,In Processing,,,,,2024-12-27 14:34:20,,,9,,January 18 2025,Audubon Uptown Montessori and French,,,,
654,30,,,,30,,,,Eligible,,,,30,2024-11-21 10:46:34,,,9,,December 14 2024,Arthur Ashe Charter School,4,,,
655,,,,,,,,,In Processing,,,,,2024-11-19 19:45:59,,,9,Test Accommodations Approved,December 14 2024,KIPP Morial,,,,
656,,,,,,,,,In Processing,,,,,2024-11-19 21:08:11,,,9,,February 15 2025 (No-rest option),Other,,,,
657,,,,,,,,,In Processing,,,,,2024-11-19 21:33:26,,,11,,April 26 2025 (No-rest option),Cabrini High School,,,,
658,,,,,,,,,In Processing,,,,,2024-11-19 23:28:11,,,9,,January 18 2025,Phillis Wheatley Community School,,,,
659,,,,,,,,,In Processing,,,,,2024-11-20 6:20:45,,,9,,February 15 2025 (No-rest option),Alice Harte Charter School,,,,
660,22,,,,22,,,,Eligible,,,,22,2024-11-20 8:14:42,,,9,,December 14 2024,Audubon Uptown Montessori and French,2.75,,,
661,28,,,,28,,,,Eligible,,,,28,2024-11-20 10:07:27,,,9,,March 22 2025 (No-rest option),Lake Forest Elementary Charter School,3.38,,,
662,,,,,,,,,In Processing,,,,,2024-11-20 12:57:49,,,9,,April 26 2025 (No-rest option),The Willow School,,,,
663,30,,,,30,,,,Eligible,,,,30,2024-11-20 13:24:53,,,9,,December 14 2024,Audubon Uptown Montessori and French,4,,,
664,,,,,,,,,In Processing,,,,,2025-01-07 15:57:58,,,9,,January 18 2025,Audubon Uptown Montessori and French,,,,
665,,,,,,,,,In Processing,,,,,2024-11-20 18:48:27,,,9,,January 18 2025,Success at Thurgood Marshall,,,,
666,30,,,,30,,,,Eligible,,,,30,2024-11-20 19:43:02,,,10,,December 14 2024,Cabrini High School,4,,,
667,,,,,,,,,In Processing,,,,,2025-01-06 15:57:56,,,9,,January 18 2025,Esperanza Charter School,,,,
668,,,,,,,,,In Processing,,,,,2025-01-06 15:57:56,,,9,,January 18 2025,Esperanza Charter School,,,,
669,,,,,,,,,In Processing,,,,,2024-12-19 7:20:19,,,10,,January 18 2025,Lycee Francais de la Nouvelle Orleans,,,,
670,,,,,,,,,In Processing,,,,,2024-12-04 14:43:48,,,9,,December 14 2024,Phillis Wheatley Community School,,,,
671,,,,,,,,,In Processing,,,,,2024-11-21 10:01:17,,,9,,April 26 2025 (No-rest option),Einstein Middle School,,,,
672,,,,,,,,,In Processing,,,,,2024-11-21 14:19:54,,,11,,December 14 2024,Other,,,,
673,,,,,,,,,In Processing,,,,,2024-11-21 14:38:45,,,9,,January 18 2025,Homer Plessy Community School,,,,
674,30,,,,30,,,,Eligible,,,,30,2024-11-21 15:06:58,,,9,Test Accommodations Approved,December 14 2024,Martin Behrman Charter School,3.5,,,
675,30,,,,30,,,,Eligible,,,,30,2024-11-21 17:21:04,,,9,,December 14 2024,International School of Louisiana,4,,,
676,,,,,,,,,In Processing,,,,,2024-11-21 18:02:47,,,9,,,Mary McLeod Bethune Elementary,,,,
677,18,,,,18,,,,In Processing,,,,18,2024-12-04 14:13:16,,,9,,March 22 2025 (No-rest option),Edward Hynes Lakeview,2.38,,,
678,,,,,,,,,In Processing,,,,,2024-11-22 11:55:10,,,9,,March 22 2025 (No-rest option),Other,,,,
679,,,,,,,,,In Processing,,,,,2024-11-22 13:35:31,,,9,,December 14 2024,International School of Louisiana,,,,
680,,,,,,,,,In Processing,,,,,2024-11-22 14:31:30,,,9,,April 26 2025 (No-rest option),Audubon Gentilly,,,,
681,,,,,,,,,In Processing,,,,,2024-11-22 17:41:02,,,9,,,St. Paul's Episcopal School,,,,
682,,,,,,,,,In Processing,,,,,2024-11-23 11:08:35,,,10,,December 14 2024,Other,,,,
683,30,,,,30,,,,Eligible,,,,30,2024-11-23 12:11:56,,,9,,December 14 2024,The Willow School,4,,,
684,,,,,,,,,In Processing,,,,,2024-11-23 12:55:29,,,9,,December 14 2024,KIPP Central City,,,,
685,27,,,,27,,,,Eligible,,,,27,2024-11-23 15:46:09,,,9,,March 22 2025 (No-rest option),Lake Forest Elementary Charter School,3.25,,,
686,,,,,,,,,In Processing,,,,,2024-11-23 17:01:45,,,9,,January 18 2025,Phillis Wheatley Community School,,,,
687,,,,,,,,,In Processing,,,,,2024-11-23 20:10:47,,,10,,December 14 2024,Other,,,,
688,,,,,,,,,In Processing,,,,,2024-11-24 19:59:57,,,9,,January 18 2025,Ursuline Academy,,,,
689,,,,,,,,,In Processing,,,,,2024-11-24 21:20:09,,,9,,December 14 2024,Other,,,,
690,,,,,,,,,In Processing,,,,,2024-12-17 22:32:27,,,10,,January 18 2025,Other,,,,
691,,,,,,,,,In Processing,,,,,2024-11-26 10:10:12,,,9,,April 26 2025 (No-rest option),St. George's Episcopal School,,,,
692,,,,,,,,,In Processing,,,,,2024-11-26 10:13:28,,,9,,January 18 2025,Renew Dolores T. Aaron Academy,,,,
693,,,,,,,,,In Processing,,,,,2024-11-27 17:03:18,,,9,,,Other,,,,
694,30,,,,30,,,,Eligible,,,,30,2024-11-28 9:09:10,,,9,,February 15 2025 (No-rest option),Homer Plessy Community School,4,,,
695,,,,,,,,,In Processing,,,,,2024-11-28 16:06:42,,,9,,April 26 2025 (No-rest option),Homer Plessy Community School,,,,
696,,,,,,,,,In Processing,,,,,2025-01-08 13:40:41,,,9,,April 26 2025 (No-rest option),Alice Harte Charter School,,,,
697,,,,,,,,,In Processing,,,,,2024-11-29 9:16:57,,,9,,April 26 2025 (No-rest option),Bricolage Academy,,,,
698,30,,,,30,,,,Eligible,,,,30,2024-11-29 11:57:40,,,9,,December 14 2024,The Willow School,4,,,
699,27,,,,27,,,,Eligible,,,,27,2024-11-29 22:19:16,,,9,,January 18 2025,Homer Plessy Community School,3.37,,,
700,,,,,,,,,In Processing,,,,,2024-11-30 17:31:56,,,9,,December 14 2024,Homer Plessy Community School,,,,
701,,,,,,,,,In Processing,,,,,2024-11-30 10:43:27,,,9,,December 14 2024,KIPP East,,,,
702,30,,,,30,,,,Eligible,,,,30,2024-12-01 10:04:29,,,9,,January 18 2025,The Willow School,4,,,
703,,,,,,,,,In Processing,,,,,2024-12-01 15:00:01,,,10,,,International School of Louisiana,,,,
704,,,,,,,,,In Processing,,,,,2024-12-02 14:40:06,,,9,,April 26 2025 (No-rest option),Benjamin Franklin Elementary,,,,
705,,,,,,,,,In Processing,,,,,2024-12-02 14:42:03,,,9,,April 26 2025 (No-rest option),Benjamin Franklin Elementary,,,,
706,,,,,,,,,In Processing,,,,,2024-12-02 14:47:31,,,9,,February 15 2025 (No-rest option),Dorothy Height Charter School,,,,
707,,,,,,,,,In Processing,,,,,2024-12-02 15:45:40,,,9,,,Andrew H. Wilson Charter School,,,,
708,,,,,,,,,In Processing,,,,,2024-12-02 17:27:52,,,9,,January 18 2025,Lake Forest Elementary Charter School,,,,
709,,,,,,,,,In Processing,,,,,2024-12-02 17:47:53,,,9,,,Audubon Gentilly,,,,
710,,,,,,,,,In Processing,,,,,2024-12-02 20:05:19,,,9,,April 26 2025 (No-rest option),Edward Hynes Lakeview,,,,
711,25,,,,25,,,,In Processing,,,,25,2024-12-02 20:36:56,,,9,Test Accommodations Approved,April 26 2025 (No-rest option),Audubon Uptown Montessori and French,3,,,
712,,,,,,,,,In Processing,,,,,2024-12-02 21:42:48,,,9,,January 18 2025,International School of Louisiana,,,,
713,,,,,,,,,In Processing,,,,,2024-12-02 22:48:22,,,10,,January 18 2025,Other,,,,
714,,,,,,,,,In Processing,,,,,2024-12-03 5:20:32,,,9,,,Bricolage Academy,,,,
715,,,,,,,,,In Processing,,,,,2024-12-03 6:45:30,,,9,,April 26 2025 (No-rest option),Morris Jeff Community School,,,,
716,30,,,,30,,,,In Processing,,,,30,2024-12-03 6:53:18,,,10,,January 18 2025,Other,3.75,,,
717,,,,,,,,,In Processing,,,,,2024-12-03 7:50:16,,,9,,February 15 2025 (No-rest option),Bricolage Academy,,,,
718,,,,,,,,,In Processing,,,,,2024-12-03 9:19:53,,,9,,,Benjamin Franklin Elementary,,,,
719,,,,,,,,,In Processing,,,,,2024-12-03 11:48:12,,,10,,,Other,,,,
720,,,,,,,,,In Processing,,,,,2024-12-03 11:41:18,,,9,,January 18 2025,International School of Louisiana,,,,
721,,,,,,,,,In Processing,,,,,2024-12-03 12:27:55,,,9,,,Audubon Uptown Montessori and French,,,,
722,,,,,,,,,In Processing,,,,,2025-01-07 9:08:17,,,10,,April 26 2025 (No-rest option),Cabrini High School,,,,
723,,,,,,,,,In Processing,,,,,2024-12-03 14:12:25,,,9,,March 22 2025 (No-rest option),Bricolage Academy,,,,
724,,,,,,,,,In Processing,,,,,2024-12-03 14:50:04,,,9,,January 18 2025,Edward Hynes Parkview,,,,
725,,,,,,,,,In Processing,,,,,2024-12-03 15:39:20,,,10,,April 26 2025 (No-rest option),Other,,,,
726,,,,,,,,,In Processing,,,,,2024-12-07 20:28:06,,,10,,April 26 2025 (No-rest option),Other,,,,
727,,,,,,,,,In Processing,,,,,2024-12-03 19:27:42,,,11,,January 18 2025,Other,,,,
728,,,,,,,,,In Processing,,,,,2024-12-03 19:23:37,,,9,,,Benjamin Franklin Elementary,,,,
729,,,,,,,,,In Processing,,,,,2024-12-03 19:29:08,,,9,,,Homer Plessy Community School,,,,
730,,,,,,,,,In Processing,,,,,2024-12-03 19:55:13,,,9,,March 22 2025 (No-rest option),Renew Dolores T. Aaron Academy,,,,
731,,,,,,,,,In Processing,,,,,2024-12-03 19:55:13,,,9,,March 22 2025 (No-rest option),Renew Dolores T. Aaron Academy,,,,
732,,,,,,,,,In Processing,,,,,2024-12-04 11:25:35,,,9,,April 26 2025 (No-rest option),Langston Hughes Academy,,,,
733,,,,,,,,,In Processing,,,,,2024-12-04 11:32:53,,,11,,January 18 2025,Arden Cahill Academy,,,,
734,30,,,,30,,,,Eligible,,,,30,2024-12-05 10:16:18,,,9,,January 18 2025,Arthur Ashe Charter School,3.63,,,
735,,,,,,,,,In Processing,,,,,2024-12-04 13:57:51,,,9,,April 26 2025 (No-rest option),Arthur Ashe Charter School,,,,
736,,,,,,,,,In Processing,,,,,2024-12-04 14:38:48,,,9,,January 18 2025,Fannie C. Williams Charter School,,,,
737,,,,,,,,,In Processing,,,,,2024-12-04 16:50:15,,,9,,,Arthur Ashe Charter School,,,,
738,,,,,,,,,In Processing,,,,,2024-12-04 16:55:59,,,9,,January 18 2025,YACS at Lawrence D. Crocker,,,,
739,,,,,,,,,In Processing,,,,,2024-12-04 17:04:21,,,10,,April 26 2025 (No-rest option),Lycee Francais de la Nouvelle Orleans,,,,
740,30,,,,30,,,,Eligible,,,,30,2024-12-04 17:09:39,,,9,,January 18 2025,The Willow School,3.88,,,
741,,,,,,,,,In Processing,,,,,2024-12-04 18:37:55,,,9,,January 18 2025,Jesuit High School,,,,
742,,,,,,,,,In Processing,,,,,2024-12-05 23:18:27,,,10,,April 26 2025 (No-rest option),Other,,,,
743,,,,,,,,,In Processing,,,,,2024-12-05 8:36:13,,,9,,January 18 2025,Bricolage Academy,,,,
744,22,,,,22,,,,In Processing,,,,22,2025-02-06 14:51:27,,,9,,April 26 2025 (No-rest option),Audubon Uptown Montessori and French,2.75,,,
745,,,,,,,,,In Processing,,,,,2024-12-05 10:33:15,,,9,,January 18 2025,Audubon Uptown Montessori and French,,,,
746,,,,,,,,,In Processing,,,,,2024-12-05 11:20:42,,,9,,January 18 2025,Mary McLeod Bethune Elementary,,,,
747,,,,,,,,,In Processing,,,,,2024-12-05 12:44:01,,,9,,April 26 2025 (No-rest option),Other,,,,
748,,,,,,,,,In Processing,,,,,2024-12-16 19:16:35,,,9,,February 15 2025 (No-rest option),Success at Thurgood Marshall,,,,
749,,,,,,,,,In Processing,,,,,2024-12-05 22:34:09,,,9,,March 22 2025 (No-rest option),Alice Harte Charter School,,,,
750,,,,,,,,,In Processing,,,,,2024-12-06 10:31:27,,,10,,,Other,,,,
751,,,,,,,,,In Processing,,,,,2024-12-06 11:09:41,,,11,,January 18 2025,International School of Louisiana,,,,
752,,,,,,,,,In Processing,,,,,2024-12-20 19:58:46,,,9,,April 26 2025 (No-rest option),Andrew H. Wilson Charter School,,,,
753,,,,,,,,,In Processing,,,,,2025-01-20 9:53:00,,,11,,February 15 2025 (No-rest option),Lycee Francais de la Nouvelle Orleans,,,,
754,30,,,,30,,,,Eligible,,,,30,2025-01-07 15:19:54,,,9,,January 18 2025,Lake Forest Elementary Charter School,3.88,,,
755,,,,,,,,,In Processing,,,,,2024-12-06 18:48:34,,,11,,,Other,,,,
756,,,,,,,,,In Processing,,,,,2024-12-06 22:22:57,,,11,,April 26 2025 (No-rest option),Other,,,,
757,30,,,,30,,,,Eligible,,,,30,2024-12-07 15:23:43,,,9,,January 18 2025,Mary McLeod Bethune Elementary,4,,,
758,,,,,,,,,In Processing,,,,,2024-12-07 17:30:59,,,11,,January 18 2025,Metairie Park Country Day,,,,
759,,,,,,,,,In Processing,,,,,2024-12-07 18:16:33,,,9,,,Edward Hynes Lakeview,,,,
760,,,,,,,,,In Processing,,,,,2024-12-08 18:00:49,,,11,,January 18 2025,The Willow School,,,,
761,,,,,,,,,In Processing,,,,,2024-12-08 21:10:12,,,11,,April 26 2025 (No-rest option),Lycee Francais de la Nouvelle Orleans,,,,
762,,,,,,,,,In Processing,,,,,2024-12-09 9:13:56,,,9,,January 18 2025,Kipp Believe,,,,
763,,,,,,,,,In Processing,,,,,2024-12-09 9:43:53,,,9,,January 18 2025,Audubon Uptown Montessori and French,,,,
764,23,,,,23,,,,Eligible,,,,23,2024-12-09 10:10:08,,,10,,January 18 2025,Other,2.85,,,
765,,,,,,,,,In Processing,,,,,2024-12-09 11:39:39,,,10,,May 24 2025 (Final Test Date),Other,,,,
766,,,,,,,,,In Processing,,,,,2024-12-09 11:11:07,,,9,,January 18 2025,Einstein Middle School,,,,
767,,,,,,,,,In Processing,,,,,2024-12-09 11:15:12,,,9,,,Phillis Wheatley Community School,,,,
768,,,,,,,,,In Processing,,,,,2024-12-09 11:35:07,,,9,,April 26 2025 (No-rest option),Audubon Uptown Montessori and French,,,,
769,,,,,,,,,In Processing,,,,,2024-12-09 11:38:34,,,9,,,Other,,,,
770,,,,,,,,,In Processing,,,,,2024-12-09 12:43:57,,,9,,April 26 2025 (No-rest option),Homer Plessy Community School,,,,
771,,,,,,,,,In Processing,,,,,2024-12-09 14:58:01,,,11,,,Louise McGehee,,,,
772,,,,,,,,,In Processing,,,,,2024-12-09 16:38:40,,,9,,February 15 2025 (No-rest option),Audubon Uptown Montessori and French,,,,
773,,,,,,,,,In Processing,,,,,2024-12-09 16:57:59,,,9,,April 26 2025 (No-rest option),Other,,,,
774,,,,,,,,,In Processing,,,,,2024-12-09 17:27:20,,,11,,April 26 2025 (No-rest option),Other,,,,
775,,,,,,,,,In Processing,,,,,2025-01-06 23:32:37,,,10,,April 26 2025 (No-rest option),Other,,,,
776,30,,,,30,,,,Eligible,,,,30,2024-12-09 20:49:59,,,9,,January 18 2025,Morris Jeff Community School,4,,,
777,,,,,,,,,In Processing,,,,,2024-12-10 11:44:47,,,9,,April 26 2025 (No-rest option),Audubon Uptown Montessori and French,,,,
778,,,,,,,,,In Processing,,,,,2025-01-07 20:50:23,,,10,,April 26 2025 (No-rest option),Ursuline Academy,,,,
779,,,,,,,,,In Processing,,,,,2024-12-10 17:58:30,,,10,,April 26 2025 (No-rest option),Other,,,,
780,,,,,,,,,In Processing,,,,,2024-12-10 21:39:45,,,9,,,Arthur Ashe Charter School,,,,
781,,,,,,,,,In Processing,,,,,2024-12-11 7:21:13,,,10,,January 18 2025,Other,,,,
782,,,,,,,,,In Processing,,,,,2024-12-11 9:20:57,,,9,,January 18 2025,Homer Plessy Community School,,,,
783,30,,,,30,,,,Eligible,,,,30,2024-12-11 13:05:06,,,9,,February 15 2025 (No-rest option),Morris Jeff Community School,4,,,
784,,,,,,,,,In Processing,,,,,2024-12-12 4:06:10,,,9,,,Audubon Uptown Montessori and French,,,,
785,,,,,,,,,In Processing,,,,,2024-12-13 0:00:02,,,9,,February 15 2025 (No-rest option),Audubon Uptown Montessori and French,,,,
786,,,,,,,,,In Processing,,,,,2024-12-13 9:10:06,,,9,,January 18 2025,Morris Jeff Community School,,,,
787,,,,,,,,,In Processing,,,,,2024-12-13 12:42:06,,,9,,,Renew Laurel Elementary,,,,
788,,,,,,,,,In Processing,,,,,2024-12-13 14:29:04,,,9,,February 15 2025 (No-rest option),Edward Hynes Lakeview,,,,
789,,,,,,,,,In Processing,,,,,2024-12-14 11:00:26,,,10,,,International School of Louisiana,,,,
790,,,,,,,,,In Processing,,,,,2024-12-14 14:32:43,,,9,,,Benjamin Franklin Elementary,,,,
791,30,,,,30,,,,Eligible,,,,30,2024-12-14 14:36:10,,,9,,January 18 2025,Mildred Osborne Charter School,4,,,
792,,,,,,,,,In Processing,,,,,2024-12-14 16:39:42,,,9,,March 22 2025 (No-rest option),Lake Forest Elementary Charter School,,,,
793,,,,,,,,,In Processing,,,,,2024-12-14 16:39:42,,,9,,March 22 2025 (No-rest option),Lake Forest Elementary Charter School,,,,
794,,,,,,,,,In Processing,,,,,2025-03-15 18:47:26,,,9,,March 22 2025 (No-rest option),Phillis Wheatley Community School,,,,
795,30,,,,30,,,,Eligible,,,,30,2024-12-15 10:15:52,,,9,,January 18 2025,The Willow School,4,,,
796,,,,,,,,,In Processing,,,,,2024-12-15 12:28:15,,,10,,,Other,,,,
797,,,,,,,,,In Processing,,,,,2024-12-15 12:41:55,,,9,,January 18 2025,Homer Plessy Community School,,,,
798,26,,,,26,,,,Eligible,,,,26,2024-12-16 10:27:02,,,9,,January 18 2025,Ursuline Academy,3.16,,,
799,,,,,,,,,In Processing,,,,,2024-12-16 17:18:09,,,9,,,Langston Hughes Academy,,,,
800,,,,,,,,,In Processing,,,,,2024-12-16 18:07:20,,,9,,April 26 2025 (No-rest option),Arthur Ashe Charter School,,,,
801,,,,,,,,,In Processing,,,,,2024-12-20 9:29:08,,,9,,January 18 2025,Audubon Uptown Montessori and French,,,,
802,,,,,,,,,In Processing,,,,,2024-12-17 9:25:15,,,10,,February 15 2025 (No-rest option),Other,,,,
803,,,,,,,,,In Processing,,,,,2024-12-17 9:50:50,,,9,,April 26 2025 (No-rest option),Renew Robert Russa Moton: Lakefront:,,,,
804,,,,,,,,,In Processing,,,,,2024-12-17 13:09:39,,,9,,January 18 2025,Audubon Uptown Montessori and French,,,,
805,,,,,,,,,In Processing,,,,,2025-01-12 20:26:37,,,9,,March 22 2025 (No-rest option),Audubon Uptown Montessori and French,,,,
806,,,,,,,,,In Processing,,,,,2024-12-17 13:40:48,,,9,,January 18 2025,Bricolage Academy,,,,
807,,,,,,,,,In Processing,,,,,2024-12-18 18:05:11,,,11,,January 18 2025,Other,,,,
808,,,,,,,,,In Processing,,,,,2024-12-17 15:50:49,,,9,,April 26 2025 (No-rest option),Edward Hynes Lakeview,,,,
809,30,,,,30,,,,Eligible,,,,30,2024-12-17 23:51:35,,,9,,April 26 2025 (No-rest option),Mildred Osborne Charter School,4,,,
810,,,,,,,,,In Processing,,,,,2024-12-27 13:13:04,,,11,,,Lycee Francais de la Nouvelle Orleans,,,,
811,,,,,,,,,In Processing,,,,,2024-12-18 10:21:01,,,10,,April 26 2025 (No-rest option),Other,,,,
812,30,,,,30,,,,Eligible,,,,30,2024-12-19 8:02:52,,,9,,January 18 2025,Homer Plessy Community School,4,,,
813,,,,,,,,,In Processing,,,,,2024-12-19 10:01:47,,,10,,January 18 2025,Other,,,,
814,,,,,,,,,In Processing,,,,,2024-12-19 12:47:49,,,11,,April 26 2025 (No-rest option),Isidore Newman,,,,
815,21,,,,21,,,,Eligible,,,,21,2024-12-19 13:42:44,,,9,,January 18 2025,Lycee Francais de la Nouvelle Orleans,2.66,,,
816,,,,,,,,,In Processing,,,,,2024-12-19 17:21:22,,,9,,January 18 2025,International School of Louisiana,,,,
817,,,,,,,,,In Processing,,,,,2025-01-08 11:17:17,,,10,,January 18 2025,Other,,,,
818,,,,,,,,,In Processing,,,,,2024-12-19 18:09:10,,,9,,,Homer Plessy Community School,,,,
819,,,,,,,,,In Processing,,,,,2024-12-20 14:46:24,,,9,,,Success at Thurgood Marshall,,,,
820,,,,,,,,,In Processing,,,,,2024-12-20 17:13:30,,,10,,March 22 2025 (No-rest option),Other,,,,
821,,,,,,,,,In Processing,,,,,2024-12-22 9:35:21,,,10,,April 26 2025 (No-rest option),Other,,,,
822,,,,,,,,,In Processing,,,,,2024-12-22 14:49:22,,,9,,April 26 2025 (No-rest option),Lake Forest Elementary Charter School,,,,
823,,,,,,,,,In Processing,,,,,2024-12-22 20:51:16,,,9,,April 26 2025 (No-rest option),Samuel J. Green Charter School,,,,
824,,,,,,,,,In Processing,,,,,2024-12-25 12:07:07,,,9,,April 26 2025 (No-rest option),Mary McLeod Bethune Elementary,,,,
825,,,,,,,,,In Processing,,,,,2024-12-26 20:38:54,,,9,,April 26 2025 (No-rest option),Morris Jeff Community School,,,,
826,,,,,,,,,In Processing,,,,,2024-12-26 22:18:50,,,9,,April 26 2025 (No-rest option),Other,,,,
827,,,,,,,,,In Processing,,,,,2024-12-26 23:17:07,,,11,,April 26 2025 (No-rest option),Other,,,,
828,,,,,,,,,In Processing,,,,,2024-12-28 23:57:29,,,9,,April 26 2025 (No-rest option),Arthur Ashe Charter School,,,,
829,,,,,,,,,In Processing,,,,,2024-12-28 23:57:29,,,9,,April 26 2025 (No-rest option),Arthur Ashe Charter School,,,,
830,,,,,,,,,In Processing,,,,,2024-12-29 12:25:24,,,9,,April 26 2025 (No-rest option),Edward Hynes Lakeview,,,,
831,,,,,,,,,In Processing,,,,,2024-12-30 9:48:26,,,10,,January 18 2025,Other,,,,
832,,,,,,,,,In Processing,,,,,2024-12-30 13:24:27,,,9,,April 26 2025 (No-rest option),Audubon Gentilly,,,,
833,,,,,,,,,In Processing,,,,,2024-12-30 13:32:55,,,9,,January 18 2025,Bricolage Academy,,,,
834,,,,,,,,,In Processing,,,,,2024-12-30 14:22:33,,,9,,January 18 2025,International School of Louisiana,,,,
835,,,,,,,,,In Processing,,,,,2024-12-30 17:48:24,,,9,Test Accommodations Approved,January 18 2025,Other,,,,
836,,,,,,,,,In Processing,,,,,2024-12-31 0:12:32,,,9,,January 18 2025,Dwight D. Eisenhower Charter School,,,,
837,,,,,,,,,In Processing,,,,,2024-12-31 19:33:38,,,9,,,Edward Hynes Lakeview,,,,
838,,,,,,,,,In Processing,,,,,2025-01-01 11:19:04,,,11,,March 22 2025 (No-rest option),The Willow School,,,,
839,,,,,,,,,In Processing,,,,,2025-01-01 11:19:04,,,11,,March 22 2025 (No-rest option),The Willow School,,,,
840,,,,,,,,,In Processing,,,,,2025-01-01 11:21:10,,,10,,March 22 2025 (No-rest option),The Willow School,,,,
841,,,,,,,,,In Processing,,,,,2025-01-01 13:50:27,,,9,,January 18 2025,Renew Schaumburg Elementary,,,,
842,,,,,,,,,In Processing,,,,,2025-01-01 20:11:12,,,11,,April 26 2025 (No-rest option),Other,,,,
843,30,,,,30,,,,Eligible,,,,30,2025-01-02 19:09:47,,,10,,January 18 2025,Lycee Francais de la Nouvelle Orleans,4,,,
844,30,,,,30,,,,In Processing,,,,30,2025-01-03 16:08:14,,,9,,March 22 2025 (No-rest option),Other,4,,,
845,,,,,,,,,In Processing,,,,,2025-01-04 13:01:37,,,9,,April 26 2025 (No-rest option),Audubon Uptown Montessori and French,,,,
846,,,,,,,,,In Processing,,,,,2025-01-04 18:33:53,,,10,,January 18 2025,Other,,,,
847,,,,,,,,,In Processing,,,,,2025-01-05 17:46:23,,,10,,April 26 2025 (No-rest option),Lycee Francais de la Nouvelle Orleans,,,,
848,,,,,,,,,In Processing,,,,,2025-01-06 10:18:58,,,11,,January 18 2025,Other,,,,
849,,,,,,,,,In Processing,,,,,2025-01-06 10:53:45,,,9,,January 18 2025,Homer Plessy Community School,,,,
850,25,,,,25,,,,Eligible,,,,25,2025-01-06 10:55:59,,,9,,February 15 2025 (No-rest option),Benjamin Franklin Elementary,3,,,
851,30,,,,30,,,,Eligible,,,,30,2025-01-06 12:12:23,,,10,,January 18 2025,Other,4,,,
852,,,,,,,,,In Processing,,,,,2025-01-06 12:34:09,,,9,,April 26 2025 (No-rest option),Other,,,,
853,,,,,,,,,In Processing,,,,,2025-01-06 18:11:17,,,10,,January 18 2025,Other,,,,
854,,,,,,,,,In Processing,,,,,2025-01-06 18:36:22,,,10,,January 18 2025,Other,,,,
855,,,,,,,,,Eligible,,,,,2025-04-04 14:18:52,,,9,,January 18 2025,Other,,,,
856,,,,,,,,,In Processing,,,,,2025-01-06 23:21:40,,,11,,January 18 2025,International School of Louisiana,,,,
857,,,,,,,,,In Processing,,,,,2025-01-07 8:39:02,,,10,,April 26 2025 (No-rest option),Other,,,,
858,22,,,,22,,,,In Processing,,,,22,2025-01-07 12:32:48,,,9,,March 22 2025 (No-rest option),Other,2.75,,,
859,,,,,,,,,In Processing,,,,,2025-01-07 13:40:09,,,9,,,Other,,,,
860,,,,,,,,,In Processing,,,,,2025-01-07 14:01:04,,,9,,February 15 2025 (No-rest option),Arthur Ashe Charter School,,,,
861,30,,,,30,,,,Eligible,,,,30,2025-01-07 14:58:55,,,10,,January 18 2025,Lycee Francais de la Nouvelle Orleans,3.75,,,
862,,,,,,,,,In Processing,,,,,2025-01-07 15:17:28,,,9,,,Audubon Uptown Montessori and French,,,,
863,,,,,,,,,In Processing,,,,,2025-01-07 15:56:32,,,11,,,Other,,,,
864,,,,,,,,,In Processing,,,,,2025-01-07 18:14:59,,,9,,March 22 2025 (No-rest option),Benjamin Franklin Elementary,,,,
865,,,,,,,,,In Processing,,,,,2025-01-07 19:33:29,,,9,,,Einstein Middle School,,,,
866,,,,,,,,,In Processing,,,,,2025-01-07 20:06:11,,,9,,,Audubon Uptown Montessori and French,,,,
867,,,,,,,,,In Processing,,,,,2025-01-07 21:47:21,,,11,,April 26 2025 (No-rest option),Other,,,,
868,,,,,,,,,In Processing,,,,,2025-01-08 10:56:45,,,9,,January 18 2025,The Willow School,,,,
869,23,,,,23,,,,Eligible,,,,23,2025-01-08 10:38:16,,,9,,January 18 2025,Other,2.88,,,
870,,,,,,,,,In Processing,,,,,2025-01-08 11:29:43,,,10,,March 22 2025 (No-rest option),Other,,,,
871,,,,,,,,,In Processing,,,,,2025-01-08 11:33:10,,,9,,,Fannie C. Williams Charter School,,,,
872,,,,,,,,,In Processing,,,,,2025-01-08 11:43:01,,,9,,January 18 2025,Mary McLeod Bethune Elementary,,,,
873,,,,,,,,,In Processing,,,,,2025-01-08 22:21:05,,,9,,,Esperanza Charter School,,,,
